Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR3225609,2019-03-28 09:08:42,2019-06-13 19:14:54,4945093,255413465,0,51,84,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225609,ERX3253061,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213612,SAMEA5408302,simple,9794,Equus hemionus,SAMEA5408302,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,BCE3664CFD733ADFB13A8D83CC602B3B,8657D57F6B1D3D24AE8DE6C7E76EC618
ERR3225610,2019-03-28 09:08:42,2019-06-13 19:14:59,3779600,177555851,0,46,63,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225610,ERX3253062,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213613,SAMEA5408303,simple,9796,Equus caballus,SAMEA5408303,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,B3C8CF80FBAC2CD2634D488C9A16AF08,41A398B679B6A3BCAE65CB5038A54AC1
ERR3225611,2019-03-28 09:08:42,2019-06-13 19:14:52,2693630,133295764,0,49,44,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225611,ERX3253063,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213614,SAMEA5408304,simple,9796,Equus caballus,SAMEA5408304,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,28BADA6A1FAA702647623B317C6E7E38,9B2C6F9A1ADEBE8EFF52B7ECD734FCA5
ERR3225612,2019-03-28 09:08:42,2019-06-13 19:13:20,1379896,60228857,0,43,22,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225612,ERX3253064,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213615,SAMEA5408305,simple,9794,Equus hemionus,SAMEA5408305,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,135BCE3E530C5C38251FBE38C40991EF,0C5BF6899CA8342E1FA92639D52C54FF
ERR3225613,2019-03-28 09:08:42,2019-06-13 19:15:05,1750377,104372627,0,59,24,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225613,ERX3253065,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213616,SAMEA5408306,simple,9796,Equus caballus,SAMEA5408306,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,C6F98CC5E1768126F4D16549BCAF9A95,E4962C2FA615C1248F830C8266F5C507
ERR3225614,2019-03-28 09:08:42,2019-06-12 16:53:40,124207588,8305871594,3043059,66,1934,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225614,ERX3253066,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213617,SAMEA5408307,simple,9796,Equus caballus,SAMEA5408307,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,A0A252550FE5FEA5012E14246A97195F,34CFBCBA02EE97AE38378B9E0D9DDDD2
ERR3225615,2019-03-28 09:08:42,2019-06-12 17:16:18,164208360,10052726450,780122,61,2184,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225615,ERX3253067,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213618,SAMEA5408308,simple,9796,Equus caballus,SAMEA5408308,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,A784EFF35C2690CC4460AA600B70AC48,503C77673D574F956CE5B1AA4B9DD374
ERR3225616,2019-03-28 09:08:42,2019-06-13 19:15:23,8735456,551487155,0,63,177,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225616,ERX3253068,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213619,SAMEA5408309,simple,9796,Equus caballus,SAMEA5408309,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,6BC51D8FCF09868AC9386FA5F2151A57,CAD8086B5B2942D07BAC2E13FDEA62A3
ERR3225617,2019-03-28 09:08:42,2019-06-13 20:03:31,111756756,6047683230,63186,54,1905,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225617,ERX3253069,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213620,SAMEA5408310,simple,9796,Equus caballus,SAMEA5408310,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,C252AC566E17F969F6E400F7E6FDF639,5CBFE0370DB00FE3FD65D33ED1574B33
ERR3225618,2019-03-28 09:08:42,2019-06-12 23:51:25,431146721,23196769653,2397928,53,6433,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era10/ERR/ERR3225/ERR3225618,ERX3253070,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213621,SAMEA5408311,simple,9796,Equus caballus,SAMEA5408311,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,144637004D52DC18E80C78568142946A,AA1C3AE8FB000D214889C4B7E671B6F2
ERR3225619,2019-03-28 09:08:42,2019-06-12 21:22:50,239588489,12249779635,0,51,3337,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225619,ERX3253071,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213622,SAMEA5408312,simple,9796,Equus caballus,SAMEA5408312,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,3E301F7E9CA803F379D120917822B232,61851CE4896DAC65C8C9ABB25A905A3F
ERR3225620,2019-03-28 09:08:42,2019-06-13 19:55:05,104120142,5866509964,0,56,1758,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225620,ERX3253072,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213623,SAMEA5408313,simple,9796,Equus caballus,SAMEA5408313,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,FD5712F3E0B207A0D81B13163AFC46FA,A79903FD1A3E583E3BDDC26512AE1666
ERR3225621,2019-03-28 09:08:42,2019-06-12 21:31:56,288060331,14413218728,0,50,4033,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225621,ERX3253073,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213624,SAMEA5408314,simple,9796,Equus caballus,SAMEA5408314,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,7561B70AEF1E1B3DEAAEFA12DB470CD1,701BE8D731657F9B4AE9227CFDC9D339
ERR3225622,2019-03-28 09:08:42,2019-06-13 19:53:44,90203008,4669695757,0,51,1437,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225622,ERX3253074,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213625,SAMEA5408315,simple,9796,Equus caballus,SAMEA5408315,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,5219F61A8E8C0D93CF9A4345163DB7D8,E76F175068754779EF266911D6090D0B
ERR3225623,2019-03-28 09:08:42,2019-06-12 16:19:53,131336069,9503642901,5598806,72,2246,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225623,ERX3253075,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213626,SAMEA5408316,simple,9796,Equus caballus,SAMEA5408316,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,9571236F01162B7078A3636503CC9F26,D3870A8A40FF5A2EA05DA66D580DC062
ERR3225624,2019-03-28 09:08:42,2019-06-13 19:15:38,4755957,267270147,0,56,88,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225624,ERX3253076,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213627,SAMEA5408317,simple,9796,Equus caballus,SAMEA5408317,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,59C75846CC25313D19361E8EB8E4072C,23446211A07EAF2A8A212F635CEBF63B
ERR3225625,2019-03-28 09:08:42,2019-06-13 19:23:32,44740784,2232913004,0,49,700,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225625,ERX3253077,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213628,SAMEA5408318,simple,9796,Equus caballus,SAMEA5408318,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,9E1349ED73EC7768215EFEF5521BE25D,826DA9A2D3AB5A9E9F7EBF1478422464
ERR3225626,2019-03-28 09:08:42,2019-06-13 19:15:18,2806570,151306761,0,53,45,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225626,ERX3253078,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213629,SAMEA5408319,simple,9796,Equus caballus,SAMEA5408319,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,E99DA4DC97CEF811281E40540DC7ED27,36A09C5679B469676B6028E0D8F2BB52
ERR3225627,2019-03-28 09:08:42,2019-06-13 19:15:26,3733580,201660878,0,54,66,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225627,ERX3253079,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213630,SAMEA5408320,simple,9796,Equus caballus,SAMEA5408320,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,253BC9B29950E908CFFFA12063E59E6A,48076ADAAC80853B83A20A159C090C50
ERR3225628,2019-03-28 09:08:42,2019-06-13 19:21:34,43054163,2740565357,0,63,764,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225628,ERX3253080,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213631,SAMEA5408321,simple,9796,Equus caballus,SAMEA5408321,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,27F5C8C4302DA8001004710B5148ECBA,D937298E3DCBDBC71BD5B14EACAFB348
ERR3225629,2019-03-28 09:08:42,2019-06-13 19:56:47,99887333,5964878403,0,59,1709,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225629,ERX3253081,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213632,SAMEA5408322,simple,9796,Equus caballus,SAMEA5408322,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,D935F2BA58A20EF978C8C3A911C33D94,88BF1891EAEB97BECEBF07905C3359A2
ERR3225630,2019-03-28 09:08:42,2019-06-12 16:20:00,122590518,7517760523,0,61,2092,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225630,ERX3253082,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213633,SAMEA5408323,simple,9796,Equus caballus,SAMEA5408323,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,EF17CB511F5DE2DBF0E252554ACAD841,C8F1483400281853ED89BF7832C294A5
ERR3225631,2019-03-28 09:08:42,2019-06-13 19:33:02,84995814,5013244153,0,58,1418,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225631,ERX3253083,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213634,SAMEA5408324,simple,9796,Equus caballus,SAMEA5408324,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,09201498BC41AD8B23627661E51C5FDB,80DE0DD7436C39A896EBF06D1FD44B4A
ERR3225632,2019-03-28 09:08:42,2019-06-13 19:21:03,31841911,1955620065,0,61,557,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225632,ERX3253084,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213635,SAMEA5408325,simple,9796,Equus caballus,SAMEA5408325,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,B0A56B910263889B7025F38169AB1FC3,E434BB093AE8CF6B1A24D2CD4D51E886
ERR3225633,2019-03-28 09:08:42,2019-06-13 19:15:07,3106430,201046343,0,64,51,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225633,ERX3253085,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213636,SAMEA5408326,simple,9796,Equus caballus,SAMEA5408326,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,02BC570036DBD7F7E11BEFA79A8181EB,974369DF74FF1E310BC9EAD370DCAB77
ERR3225634,2019-03-28 09:08:43,2019-06-13 19:16:29,11605871,700134043,0,60,195,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225634,ERX3253086,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213637,SAMEA5408327,simple,319699,Equus asinus x caballus,SAMEA5408327,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,53E968C9324A0EB4231925F569D2616D,E56DC99105A1070ACFB0D2CE5965A8F1
ERR3225635,2019-03-28 09:08:43,2019-06-12 21:44:20,257403724,13568144932,0,52,3795,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225635,ERX3253087,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213638,SAMEA5408328,simple,9796,Equus caballus,SAMEA5408328,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,05B2D84DD2C11D57F69B87855EABBF35,2E4B01D66784D8EF7F0EE6E10A47D1E0
ERR3225636,2019-03-28 09:08:43,2019-06-12 18:48:09,210803130,11252863797,0,53,3086,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225636,ERX3253088,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213639,SAMEA5408329,simple,9796,Equus caballus,SAMEA5408329,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,19E63ED346BFA5E77CA037EC6BD2145D,8E86402AC3274CCFB1B2639B6F7068C1
ERR3225637,2019-03-28 09:08:43,2019-06-12 22:18:45,344065898,18326133946,0,53,5025,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225637,ERX3253089,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213640,SAMEA5408330,simple,9796,Equus caballus,SAMEA5408330,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,A74BDDD491AF23E6096F777DEAF0D782,2321FACC18097EE77FDB67459B168630
ERR3225638,2019-03-28 09:08:43,2019-06-13 19:17:38,7839255,500110413,0,63,152,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225638,ERX3253090,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213641,SAMEA5408331,simple,319699,Equus asinus x caballus,SAMEA5408331,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,361745C7D0127863AE92189C57055A9D,916EA06558EE6FA0A27B7922FB985F8E
ERR3225639,2019-03-28 09:08:43,2019-06-12 22:08:46,308488804,18651610301,6554117,60,4645,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225639,ERX3253091,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213642,SAMEA5408332,simple,9796,Equus caballus,SAMEA5408332,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,567CDCB24224AABBE922981745FBEE24,F6B1C22C073F3861F5492A0ACBF2127A
ERR3225640,2019-03-28 09:08:43,2019-06-12 18:32:45,203798879,11515219133,2653246,56,2736,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225640,ERX3253092,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213643,SAMEA5408333,simple,9796,Equus caballus,SAMEA5408333,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,1564CBBF87CA8932674448D2D9D07628,66B5B7AF5A3E1833A1AF21EF7AE2D39C
ERR3225641,2019-03-28 09:08:43,2019-06-13 19:15:55,6494239,362492337,0,55,117,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225641,ERX3253093,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213644,SAMEA5408334,simple,319699,Equus asinus x caballus,SAMEA5408334,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,769F6BC9762B894A58E5B34E6B1EE9FD,AEE9CE7EA47F26D3BE42E9B54093F58B
ERR3225642,2019-03-28 09:08:43,2019-06-13 19:15:05,6259344,381417931,0,60,121,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225642,ERX3253094,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213645,SAMEA5408335,simple,319699,Equus asinus x caballus,SAMEA5408335,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,8EAF6EBEC9DA4A3A550A73E79752581E,15201943FE32C739384740BA3B1A6CD9
ERR3225643,2019-03-28 09:08:43,2019-06-12 18:09:19,199561342,10839623899,0,54,2982,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225643,ERX3253095,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213646,SAMEA5408336,simple,9796,Equus caballus,SAMEA5408336,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,C23E602CE9ED505B9A6D5CA78D8051FC,892F78444304E3AF640CF5D74CA5A772
ERR3225644,2019-03-28 09:08:43,2019-06-13 19:16:26,10181823,639547562,0,62,174,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225644,ERX3253096,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213647,SAMEA5408337,simple,319699,Equus asinus x caballus,SAMEA5408337,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,356ADB95732DF46DCBBEFC483A54F713,71D3AACD0245E03284014C4FE9DCD744
ERR3225645,2019-03-28 09:08:43,2019-06-13 19:19:45,22815136,1342426320,0,58,382,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225645,ERX3253097,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213648,SAMEA5408338,simple,319699,Equus asinus x caballus,SAMEA5408338,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,A192ECA585BF175DEE24BEBDA85FCDE0,9D9CC065E7F30ADBCF2550EF30AC75F7
ERR3225646,2019-03-28 09:08:43,2019-06-12 18:19:44,180793198,11339836594,4205197,62,2858,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225646,ERX3253098,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213649,SAMEA5408339,simple,9796,Equus caballus,SAMEA5408339,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,BF9DA51B7AE3AE6C9C83771565D8BD24,532ED0B097D0B0E2D601450E3CE794FC
ERR3225647,2019-03-28 09:08:43,2019-06-12 22:13:09,309748320,16515392864,1852554,53,4142,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225647,ERX3253099,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213650,SAMEA5408340,simple,9796,Equus caballus,SAMEA5408340,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,9E02FE4B29DF7C6C1977B15C61EAB0A2,75237D443B682D5BF60E29BA47D439DF
ERR3225648,2019-03-28 09:08:43,2019-06-12 17:27:10,116968221,6598668678,0,56,1918,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225648,ERX3253100,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213651,SAMEA5408341,simple,9796,Equus caballus,SAMEA5408341,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,02F7FF05A7979144CA0C8D02B6EEC9A3,92705E83D65AC9ACE34B90333D292A92
ERR3225649,2019-03-28 09:08:43,2019-06-13 20:49:39,109370212,6236953821,0,57,1799,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era8/ERR/ERR3225/ERR3225649,ERX3253101,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213652,SAMEA5408342,simple,9796,Equus caballus,SAMEA5408342,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,F0634F40117EEADC9ACBB1405D432D8F,53CDA67845C91609C2876337D1CBBF3F
ERR3225650,2019-03-28 09:08:43,2019-06-13 20:48:10,111297383,6388428449,0,57,1837,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era8/ERR/ERR3225/ERR3225650,ERX3253102,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213653,SAMEA5408343,simple,9796,Equus caballus,SAMEA5408343,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,DF558E43157334DAD65AB11F33D5D693,29B747EE28F3103B3637B61587E4F0E6
ERR3225651,2019-03-28 09:08:43,2019-06-13 20:31:33,110361138,6481738581,0,58,1858,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era8/ERR/ERR3225/ERR3225651,ERX3253103,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213654,SAMEA5408344,simple,9796,Equus caballus,SAMEA5408344,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,7AF93DE2805B0CFDF107BD8495950CDE,B8CE5CF11156DF49ADBAB7B30D2E8786
ERR3225652,2019-03-28 09:08:43,2019-06-13 19:20:49,34728409,1760910044,0,50,545,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225652,ERX3253104,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213655,SAMEA5408345,simple,319699,Equus asinus x caballus,SAMEA5408345,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,3E39F38F1A42DC4DE5607F1B1340F518,954524333671CE4ED4BAD2975CD90765
